indice;owner;origen;weapon;platform;total;number;Status;url;primary_key_base;primary_key_new;;owner;origen;weapon;platform;total;number;Status;url
9960;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;2;['destroyed'];https://i.postimg.cc/qqBxnjfW/480.png;_3bed94bc647e0d7896a9;_8a7f0b82ee63d5e773f1;9959;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;2;['destroyed'];https://i.postimg.cc/qqBxnjfW/480.png
9961;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;3;['destroyed'];https://twitter.com/UAWeapons/status/1596555550741106689;_80cf7faf846458e0aede;_3c322b4c3b0aa300ccfc;9960;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;3;['destroyed'];https://twitter.com/UAWeapons/status/1596555550741106689
9962;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;4;['destroyed'];https://i.postimg.cc/NFv5zBnP/1028-Zala-421-destr-09-02-23.jpg;_5f0b6ea761ea8f1271ee;_fa909f7c13c57db1e8cc;9961;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;4;['destroyed'];https://i.postimg.cc/NFv5zBnP/1028-Zala-421-destr-09-02-23.jpg
9963;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;5;['destroyed'];https://i.postimg.cc/HLMrshw0/1011-ZALA-421-16-E2-destr-08-03-23.jpg;_c6cafee683c11ea246e3;_f141aca75f3450bb4b5d;9962;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;5;['destroyed'];https://i.postimg.cc/HLMrshw0/1011-ZALA-421-16-E2-destr-08-03-23.jpg
9964;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;6;['destroyed'];https://i.postimg.cc/nL7SrL8F/798.png;_795cd5c8be1a83f6996b;_ee01369ef83bf9d01183;9963;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;6;['destroyed'];https://i.postimg.cc/nL7SrL8F/798.png
9965;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;7;['destroyed'];https://i.postimg.cc/FFPpDTpS/1054-zala421-destr-29-04-23.jpg;_e4f0e458b8fcf1e4eea7;_88085795562c457fa651;9964;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;7;['destroyed'];https://i.postimg.cc/FFPpDTpS/1054-zala421-destr-29-04-23.jpg
9966;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;8;['destroyed'];https://i.postimg.cc/NFrmRYXh/1007-ZALA-421-16-2-destr-30-01-23.jpg;_197df2aa438bc6ddcd4f;_884a922183c1a625abba;9965;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;8;['destroyed'];https://i.postimg.cc/NFrmRYXh/1007-ZALA-421-16-2-destr-30-01-23.jpg
9967;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;9;['destroyed'];https://i.postimg.cc/7YVfKvnm/1019-orlan10-destr-08-02-23.jpg;_7de228fc81e8f739a802;_3170e1da7a1ad80505ab;9966;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;9;['destroyed'];https://i.postimg.cc/7YVfKvnm/1019-orlan10-destr-08-02-23.jpg
9968;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;10;['destroyed'];https://i.postimg.cc/yxg3PfPB/1012-ZALA-421-16-E2-destr-15-06-23.jpg;_a347c1c9e577b28cf25b;_83e20d0e8562e63fc31a;9967;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;10;['destroyed'];https://i.postimg.cc/yxg3PfPB/1012-ZALA-421-16-E2-destr-15-06-23.jpg
9969;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;11;['destroyed'];https://i.postimg.cc/DzSTG07x/1012-ZALA-421-16-2-destr-15-06-23.jpg;_69082a50a24448ef1561;_ce43982ef9865422df3d;9968;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;11;['destroyed'];https://i.postimg.cc/DzSTG07x/1012-ZALA-421-16-2-destr-15-06-23.jpg
9970;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;12;['destroyed'];https://i.postimg.cc/76nwXdG6/1020-Zala-421-16-E2-destr-02-07-23.jpg;_d2703e5c926380c4c961;_d72d42d5ccaf7d82e1f3;9969;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;12;['destroyed'];https://i.postimg.cc/76nwXdG6/1020-Zala-421-16-E2-destr-02-07-23.jpg
9971;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;13;['destroyed'];https://i.postimg.cc/c1nKLJwC/1013-Zala-421-16-E-destr-05-07-23.jpg;_8018f2a0c66f5ccdd875;_d8f81d104b0ff48d281d;9970;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;13;['destroyed'];https://i.postimg.cc/c1nKLJwC/1013-Zala-421-16-E-destr-05-07-23.jpg
9972;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;14;['destroyed'];https://i.postimg.cc/jSPD1F96/1014-ZALA-421-16-E-destr-08-07-23.jpg;_ac4383bd6b403cd5259d;_835b2f6847b9af7fbff9;9971;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;14;['destroyed'];https://i.postimg.cc/jSPD1F96/1014-ZALA-421-16-E-destr-08-07-23.jpg
9973;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;15;['destroyed'];https://i.postimg.cc/J7skvp5C/1046-Zala-421-16-E-destr-14-06-23.jpg;_5258cceef10ae588d198;_063385e9fec07808cd2a;9972;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;15;['destroyed'];https://i.postimg.cc/J7skvp5C/1046-Zala-421-16-E-destr-14-06-23.jpg
9974;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;16;['destroyed'];https://i.postimg.cc/bv2VhxGV/1022-Zala-421-16-E-destr-20-07-23.jpg;_bafc18ebfb754a132c84;_f9ed3d63260d7c88b4cd;9973;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;16;['destroyed'];https://i.postimg.cc/bv2VhxGV/1022-Zala-421-16-E-destr-20-07-23.jpg
9975;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;17;['destroyed'];https://i.postimg.cc/4yrjCQfY/1009-ZALA-421-16-reconnaissance-UAV-destr-12-01-23.jpg;_3e085ca708d889d03090;_910d9eba2564b35f3874;9974;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;17;['destroyed'];https://i.postimg.cc/4yrjCQfY/1009-ZALA-421-16-reconnaissance-UAV-destr-12-01-23.jpg
9976;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;18;['destroyed'];https://i.postimg.cc/9QPKS9vf/1013-ZALA-421-16-reconnaissance-UAV-destr-05-07-23.jpg;_fc9e4d7f65f7312e9d4e;_d486e8284d0014173094;9975;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;18;['destroyed'];https://i.postimg.cc/9QPKS9vf/1013-ZALA-421-16-reconnaissance-UAV-destr-05-07-23.jpg
9977;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;19;['destroyed'];https://i.postimg.cc/qR08hpFV/1006-Zala-421-16-E-destr-26-07-23.jpg;_15c8c87aa509cd417254;_a96e22aa9281e20afd1d;9976;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;19;['destroyed'];https://i.postimg.cc/qR08hpFV/1006-Zala-421-16-E-destr-26-07-23.jpg
9978;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;20;['destroyed'];https://i.postimg.cc/t43FmsGr/1000-Zala-421-16-E-destr-09-08-23.jpg;_2d52e120eee8010bf963;_1c6a0ede89f6809cd718;9977;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;20;['destroyed'];https://i.postimg.cc/t43FmsGr/1000-Zala-421-16-E-destr-09-08-23.jpg
9979;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;21;['destroyed'];https://i.postimg.cc/Xqw4h8cj/1009-ZALA-421-16-reconnaissance-UAV-destr-21-08-23.jpg;_00a77b2a36eb9a040160;_f67db8fd4d8525a7ac71;9978;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;21;['destroyed'];https://i.postimg.cc/Xqw4h8cj/1009-ZALA-421-16-reconnaissance-UAV-destr-21-08-23.jpg
9980;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;22;['destroyed'];https://i.postimg.cc/ht7P9h60/1003-ZALA-421-16-reconnaissance-UAV-destr-22-08-23.jpg;_05037b5cb460bd407a3f;_05950050f628abeca369;9979;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;22;['destroyed'];https://i.postimg.cc/ht7P9h60/1003-ZALA-421-16-reconnaissance-UAV-destr-22-08-23.jpg
9981;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;23;['destroyed'];https://i.postimg.cc/d3qpwHfw/3700.png;_4d23243a34fea8193409;_8b2037533595c88a11b2;9980;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;23;['destroyed'];https://i.postimg.cc/d3qpwHfw/3700.png
9982;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;24;['destroyed'];https://i.postimg.cc/fyK65ykQ/653.png;_f2e68d20176b5d69456a;_52b687485d03c5012289;9981;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;24;['destroyed'];https://i.postimg.cc/fyK65ykQ/653.png
9983;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;25;['destroyed'];https://i.postimg.cc/T1JTsxtm/437.png;_83aefa911fc41c130b42;_d97aaf693e72892e7eab;9982;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;25;['destroyed'];https://i.postimg.cc/T1JTsxtm/437.png
9984;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;26;['destroyed'];https://i.postimg.cc/DyCgs89j/436.png;_30c0e0a545d1f9e8395a;_2eb09dc8138233170a39;9983;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;26;['destroyed'];https://i.postimg.cc/DyCgs89j/436.png
9985;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;27;['destroyed'];https://i.postimg.cc/2S6Lmwg7/754.png;_3d6fe3298da85869df58;_ab1f66b70bd327ef7c0b;9984;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;27;['destroyed'];https://i.postimg.cc/2S6Lmwg7/754.png
9986;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;28;['destroyed'];https://i.postimg.cc/9Ff7K7j5/1021-Zala-421-16-E-destr-03-11-23.jpg;_b0880108fb1baeec1a16;_8e5a0a73ecc6553a15c8;9985;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;28;['destroyed'];https://i.postimg.cc/9Ff7K7j5/1021-Zala-421-16-E-destr-03-11-23.jpg
9987;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;29;['destroyed'];https://i.postimg.cc/y6jRLTty/1025-Zala-421-16-E-destr-04-11-23.jpg;_3043428cd77af776d217;_29a6f407bf0d3aed59d1;9986;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;29;['destroyed'];https://i.postimg.cc/y6jRLTty/1025-Zala-421-16-E-destr-04-11-23.jpg
9988;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;1;['captured'];https://i.postimg.cc/XqR7yK79/8744.jpg;_e945a9271ea572601c6e;_34567dc2dbcbe40b1f82;9987;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;1;['captured'];https://i.postimg.cc/XqR7yK79/8744.jpg
9989;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;2;['captured'];https://i.postimg.cc/mZM31swq/1006.jpg;_7d7c158fba31bec73282;_e5638c1718a3b56b3d14;9988;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;2;['captured'];https://i.postimg.cc/mZM31swq/1006.jpg
9990;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;3;['captured'];https://twitter.com/UAWeapons/status/1565999784208498689;_7a09d540c67c935265be;_4151c2dcf328ecbb08e2;9989;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;3;['captured'];https://twitter.com/UAWeapons/status/1565999784208498689
9991;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;4;['captured'];https://twitter.com/UAWeapons/status/1621901318318088194;_0ecdfb27eac15f612102;_e4936e10be32ef3daf11;9990;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;4;['captured'];https://twitter.com/UAWeapons/status/1621901318318088194
9992;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;5;['captured'];https://i.postimg.cc/SQdwFL0v/7769.png;_edc5967241be4bc04149;_6fb0e155cd5491654148;9991;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;5;['captured'];https://i.postimg.cc/SQdwFL0v/7769.png
9993;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;6;['captured'];https://i.postimg.cc/3xVBQQcg/555g.png;_203724f7a7e03016ed86;_be349ca1da5ca1466030;9992;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;6;['captured'];https://i.postimg.cc/3xVBQQcg/555g.png
9994;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;7;['captured'];https://i.postimg.cc/zXxjVkzK/1016-ZALA-421-16-2-reconnaissance-UAV-capt-18-05-23.jpg;_520efb5af2edf6e25ad1;_58ee44cf7610d6856091;9993;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;7;['captured'];https://i.postimg.cc/zXxjVkzK/1016-ZALA-421-16-2-reconnaissance-UAV-capt-18-05-23.jpg
9995;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;8;['captured'];https://i.postimg.cc/fywcbV18/1044-ZALA-421-16-E2-reconnaissance-UAV-capt-10-05-23.png;_2a066084939d13ac7c36;_90698f4101d390a65185;9994;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;8;['captured'];https://i.postimg.cc/fywcbV18/1044-ZALA-421-16-E2-reconnaissance-UAV-capt-10-05-23.png
9996;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;9;['captured'];https://i.postimg.cc/DzRKPhZn/1021-ZALA-421-16-2-capt-30-11-22.jpg;_7ba9cd19f7f5b8e51277;_a7c64a3c752512727545;9995;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;9;['captured'];https://i.postimg.cc/DzRKPhZn/1021-ZALA-421-16-2-capt-30-11-22.jpg
9997;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;10;['captured'];https://i.postimg.cc/ZnLnB0Fw/1029-ZALA-421-16-E2-capt-30-06-23.jpg;_ff5fb77ff52de99550d6;_971103663441efb7dc46;9996;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;10;['captured'];https://i.postimg.cc/ZnLnB0Fw/1029-ZALA-421-16-E2-capt-30-06-23.jpg
9998;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;11;['captured'];https://i.postimg.cc/JzCSPxYg/1008-ZALA-421-16-reconnaissance-UAV-capt-20-04-23.jpg;_d5092eec1147c3ba61a8;_6398ffd09bf77290dcea;9997;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;11;['captured'];https://i.postimg.cc/JzCSPxYg/1008-ZALA-421-16-reconnaissance-UAV-capt-20-04-23.jpg
9999;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;12;['captured'];https://i.postimg.cc/nVN58JcJ/1002-zala-uav-capt-17-08-23.jpg;_98b8fbf3de34854d1ca3;_2530f4af214376ec64a5;9998;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;12;['captured'];https://i.postimg.cc/nVN58JcJ/1002-zala-uav-capt-17-08-23.jpg
10000;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16E;42;13;['captured'];https://i.postimg.cc/qvSpzmS9/52.png;_ff9ed513dc2b0d2d31e4;_2ba02db0a10f9d6f68a0;9999;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16Е;42;13;['captured'];https://i.postimg.cc/qvSpzmS9/52.png
10001;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16EM;2;1;['captured'];https://twitter.com/UAWeapons/status/1576500730478764032;_d1785000253d826bde2e;_2fa7d19d637d88477a5c;10000;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16ЕM;2;1;['captured'];https://twitter.com/UAWeapons/status/1576500730478764032
10002;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16EM;2;2;['captured'];https://i.postimg.cc/0yy0crnS/1028-ZALA-421-16-E-capt-29-05-23.jpg;_ee0d643c2a1f5ef67746;_85821e7bdc9775e10ace;10001;RU;['Russia'];Reconnaissance Unmanned Aerial Vehicles;ZALA 421-16ЕM;2;2;['captured'];https://i.postimg.cc/0yy0crnS/1028-ZALA-421-16-E-capt-29-05-23.jpg
12669;RU;['Russia'];Trucks, Vehicles, and Jeeps;UAZ-394511 'Esaul';5;1;['destroyed'];https://i.postimg.cc/VLdBWJq6/1021.jpg;_e8a814b8aaf06988b211;_419b11522cfe2164f127;12668;RU;['Russia'];Trucks, Vehicles, and Jeeps;UAZ-394511 ‘Esaul’;5;1;['destroyed'];https://i.postimg.cc/VLdBWJq6/1021.jpg
12670;RU;['Russia'];Trucks, Vehicles, and Jeeps;UAZ-394511 'Esaul';5;2;['destroyed'];https://twitter.com/RALee85/status/1550251325958529027;_7911910ddd3be078641b;_cd0220426c898a8f5122;12669;RU;['Russia'];Trucks, Vehicles, and Jeeps;UAZ-394511 ‘Esaul’;5;2;['destroyed'];https://twitter.com/RALee85/status/1550251325958529027
12671;RU;['Russia'];Trucks, Vehicles, and Jeeps;UAZ-394511 'Esaul';5;3;['destroyed'];https://i.postimg.cc/Bbc53zvc/1003-esaul.jpg;_89d75e3b932c7c942630;_cdcf764c1d549c3c40ff;12670;RU;['Russia'];Trucks, Vehicles, and Jeeps;UAZ-394511 ‘Esaul’;5;3;['destroyed'];https://i.postimg.cc/Bbc53zvc/1003-esaul.jpg
12672;RU;['Russia'];Trucks, Vehicles, and Jeeps;UAZ-394511 'Esaul';5;1;['damaged', 'captured'];https://i.postimg.cc/tggdgvNx/54g.jpg;_d51080406389833a95ec;_d81ba8dd3ef4b1911a64;12671;RU;['Russia'];Trucks, Vehicles, and Jeeps;UAZ-394511 ‘Esaul’;5;1;['damaged', 'captured'];https://i.postimg.cc/tggdgvNx/54g.jpg
12673;RU;['Russia'];Trucks, Vehicles, and Jeeps;UAZ-394511 'Esaul';5;2;['damaged', 'captured'];https://i.postimg.cc/3ww79TFW/1000-Esaul.png;_e8ad5282fba7f0759360;_802c7b879152673834aa;12672;RU;['Russia'];Trucks, Vehicles, and Jeeps;UAZ-394511 ‘Esaul’;5;2;['damaged', 'captured'];https://i.postimg.cc/3ww79TFW/1000-Esaul.png
12997;UA;['the Soviet Union'];Tanks;M-55S;2;1;['destroyed'];https://twitter.com/UAWeapons/status/1682710915811033092;_b1a099e1285edcba9fca;_;;;;;;;;;
12998;UA;['the Soviet Union'];Tanks;M-55S;2;1;['damaged'];https://twitter.com/UAWeapons/status/1680549443043483654;_6ece8a8f86760be7e694;_;;;;;;;;;
16069;UA;['the Soviet Union'];Self-Propelled Artillery;120mm BRM-1K with 2S9 Nona turret;2;1;['destroyed'];https://i.postimg.cc/TPY9STLt/3502.jpg;_763ee9fb8546bcec495d;_3b6174a0426c600d6fbb;;;;;;;;;
16070;UA;['the Soviet Union'];Self-Propelled Artillery;120mm BRM-1K with 2S9 Nona turret;2;2;['destroyed'];https://i.postimg.cc/76gggt9R/2004-2-S17-2-Nona-SV-SPG-on-a-BMP-chassis-destr-24-08-23.jpg;_7fda39ae687c4392bc62;_fc5fdc4485037e942ab1;;;;;;;;;
16071;UA;['the United States'];Self-Propelled Artillery;120mm M1064A3;1;1;['destroyed'];https://i.postimg.cc/6Q9ccNGX/2013-120mm-self-propelled-gun-1064-3-destr-18-08-23.jpg;_27deb4c79f979ce8a190;_d58ad46e7c4e75045404;;;;;;;;;
16072;UA;['Spain'];Self-Propelled Artillery;120mm Alakran;2;1;['destroyed'];https://i.postimg.cc/tC9nxQkn/2010-NGTS-Alacran-120mm-light-mortar-carrier-destr-11-08-23.jpg;_f24dedfe9aa5364b2a5b;_b0397dfda0ab52a454a4;;;;;;;;;
16073;UA;['Spain'];Self-Propelled Artillery;120mm Alakran;2;2;['destroyed'];https://i.postimg.cc/CKk7QN6D/2004-120mm-alakran-mortar-carrier-15-08-23.jpg;_b572339738ff389967e8;_65790d482dd5681c435e;;;;;;;;;
16405;UA;['the Soviet Union'];Surface-To-Air Missile Systems ;9A310M1 TELAR;1;1;['destroyed'];https://i.postimg.cc/65Hjk0rQ/5542.png;_a90887be992506d0388c;_01d685f4b092a15b03f9;;;;;;;;;
16406;UA;['the Soviet Union'];Surface-To-Air Missile Systems ;9A310M1 TELAR;1;2;['destroyed'];https://i.postimg.cc/R0zqrJKg/3d1.png;_0a3de2455c1b0f5de01a;_54a2677650fd9ad2f0c4;;;;;;;;;
16407;UA;['the Soviet Union'];Surface-To-Air Missile Systems ;9A310M1 TELAR;1;3;['destroyed'];https://twitter.com/UAWeapons/status/1554548223989219330;_bd1d5aadd9942c56de26;_37ad40d6c068dc56bf66;;;;;;;;;
16408;UA;['the Soviet Union'];Surface-To-Air Missile Systems ;9A310M1 TELAR;1;4;['destroyed'];https://i.postimg.cc/7hcdXn05/2001-9-A310-M1-destr.jpg;_e61d7451e25c0c9c8a4e;_51de11a18a86eeb5ffdf;;;;;;;;;
